은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,기타,「KB 나라사랑우대통장」 특약,1,적용범위,"KB나라사랑우대통장(이하 '이 통장'이라 함)거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은
예금거래기본약관 및 입출금이자유로운예금약관을 적용합니다."
KB_bank,기타,「KB 나라사랑우대통장」 특약,2,가입대상,"① 이 통장의 가입대상은 실명의 개인인 군인(장교, 부사관, 군 의무복무병(대체복무자 포함), 나라사랑카드
발급대상자 및 소지자, 육·해·공군사관생도, 간호사관생도 등 각급 사관생도, ROTC(학군사관후보생), 학사
장교후보생, 여군사관후보생, 준사관·부사관 후보생 등 각급 장교후보생 및 사관 후보생 포함)으로 합니다.
② 이 통장은 1인 1계좌에 한합니다."
KB_bank,기타,「KB 나라사랑우대통장」 특약,3,예금과목,이 통장의 예금과목은 저축예금으로 합니다.
KB_bank,기타,「KB 나라사랑우대통장」 특약,4,기본이율,이 통장의 이율은 결산일 현재 영업점에 게시한 기본이율을 적용합니다.
KB_bank,기타,「KB 나라사랑우대통장」 특약,5,우대이율,"① 적용대상: 이 통장 가입자가 결산일의 전월 말일을 기준으로 직전 3개월 동안 2개월 이상
다음 각 호의 1에 해당하는 경우 연 1.9%p우대이율을 적용합니다.
1. 이 통장으로 KB국민은행과 급여이체 계약에 의한 국군재정관리단을 통한 급여이체 실적이 있는 경우
2. 이 통장으로 육군「통합자금관리시스템」에 의한 급여이체 실적이 있는 경우
3. 군인공제회에서 KB국민은행으로 제공하는 급여자료 중 이 통장으로 급여이체 실적이 있는 경우
※ 각호 이외의 급여이체는 우대이율이 적용되지 않습니다.
② 적용방법: 이 통장 가입자가 제1항의 적용대상에 해당하는 경우 이 통장의 결산기 평균잔액 중 1백만원
이하의 금액까지는 기본이율과 우대이율을 합산하여 적용하며, 1백만원을 초과하는 금액에 대하여는 기본
이율을 적용합니다."
KB_bank,기타,「KB 나라사랑우대통장」 특약,6,전환계좌의 이율적용 기준,"① 이 통장으로 전환한 경우에는 전환일이 속한 결산기에 대해서는 기존 예금의 이율을 적용하고, 그 다음
결산기부터 제4조 및 제5조에서 정한 이율(이하 “이 통장의 이율”이라 합니다)을 적용합니다.
② 이 통장에서 다른 예금으로 전환한 경우에는 전환일이 속한 결산기에 대해서는 이 통장의 이율을 적용하고,
그 다음 결산기부터 전환된 예금의 이율을 적용합니다."
KB_bank,기타,「KB 나라사랑우대통장」 특약,7,전자금융 및 자동화기기 수수료 면제,"① 이 통장에서 전월(1일 ~ 말일) 거래실적이 다음 각 호의 1에 해당하는 경우 이번 달 11일부터 다음 달
10일까지 전자금융(인터넷뱅킹, 폰뱅킹, 모바일뱅킹) 타행이체 수수료와 KB국민은행 자동화기기 시간외
출금수수료를 면제합니다.
1. 이 통장에서 각종 공과금(아파트관리비, 지로, VAN, CMS) 등의 자동납부실적이 있는 경우 또는 계좌간
자동이체 실적(KB Wise플랜 적립이체 포함)이 있는 경우
2. 이 통장에서 KB국민카드(KB국민체크카드, KB국민비씨카드 포함) 결제 실적(현금서비스 포함)이 있는
경우
② 통장의 신규 또는 전환일로부터 익익월 10일까지는 은행거래실적에 관계 없이 전자금융(인터넷뱅킹, 폰뱅킹,
모바일뱅킹) 타행이체수수료(납부자 자동이체 수수료 제외)와 KB국민은행자동화기기 시간외 출금수수료를
면제합니다."
